ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980590411	 	3.3.1
USER	Login Test - Carga Normal	295	END	1759980606617	1759980606986
REQUEST	307		Login Request	1759980606648	1759980606987	OK	 
USER	Login Test - Carga Pico	307	END	1759980606647	1759980606988
REQUEST	239		Login Request	1759980604224	1759980606990	OK	 
USER	Login Test - Carga Pico	239	END	1759980604223	1759980606991
USER	Login Test - Carga Pico	313	START	1759980607004	1759980607004
USER	Login Test - Carga Normal	299	START	1759980607019	1759980607019
REQUEST	308		Login Request	1759980606710	1759980607047	OK	 
USER	Login Test - Carga Pico	308	END	1759980606709	1759980607048
USER	Login Test - Carga Pico	314	START	1759980607054	1759980607054
REQUEST	296		Login Request	1759980606714	1759980607094	OK	 
USER	Login Test - Carga Normal	296	END	1759980606714	1759980607095
REQUEST	309		Login Request	1759980606771	1759980607107	OK	 
USER	Login Test - Carga Pico	309	END	1759980606769	1759980607108
USER	Login Test - Carga Pico	315	START	1759980607114	1759980607114
USER	Login Test - Carga Normal	300	START	1759980607114	1759980607114
REQUEST	297		Login Request	1759980606816	1759980607161	OK	 
USER	Login Test - Carga Normal	297	END	1759980606815	1759980607162
USER	Login Test - Carga Pico	316	START	1759980607174	1759980607174
REQUEST	310		Login Request	1759980606832	1759980607214	OK	 
USER	Login Test - Carga Pico	310	END	1759980606831	1759980607215
USER	Login Test - Carga Normal	301	START	1759980607221	1759980607221
REQUEST	311		Login Request	1759980606894	1759980607224	OK	 
USER	Login Test - Carga Pico	311	END	1759980606893	1759980607225
USER	Login Test - Carga Pico	317	START	1759980607237	1759980607237
USER	Login Test - Carga Pico	318	START	1759980607300	1759980607300
REQUEST	312		Login Request	1759980606944	1759980607304	OK	 
REQUEST	298		Login Request	1759980606925	1759980607304	OK	 
USER	Login Test - Carga Normal	298	END	1759980606924	1759980607305
USER	Login Test - Carga Pico	312	END	1759980606944	1759980607305
USER	Login Test - Carga Normal	302	START	1759980607316	1759980607316
REQUEST	313		Login Request	1759980607004	1759980607339	OK	 
USER	Login Test - Carga Pico	313	END	1759980607004	1759980607340
USER	Login Test - Carga Pico	319	START	1759980607362	1759980607362
REQUEST	314		Login Request	1759980607054	1759980607396	OK	 
USER	Login Test - Carga Pico	314	END	1759980607054	1759980607397
REQUEST	315		Login Request	1759980607114	1759980607404	OK	 
USER	Login Test - Carga Pico	315	END	1759980607114	1759980607405
REQUEST	299		Login Request	1759980607021	1759980607410	OK	 
USER	Login Test - Carga Normal	299	END	1759980607019	1759980607411
USER	Login Test - Carga Pico	320	START	1759980607424	1759980607424
USER	Login Test - Carga Normal	303	START	1759980607424	1759980607424
REQUEST	300		Login Request	1759980607114	1759980607456	OK	 
USER	Login Test - Carga Normal	300	END	1759980607114	1759980607457
USER	Login Test - Carga Pico	331	START	1759980607474	1759980607474
REQUEST	301		Login Request	1759980607221	1759980607508	OK	 
USER	Login Test - Carga Normal	301	END	1759980607221	1759980607509
USER	Login Test - Carga Normal	321	START	1759980607518	1759980607518
REQUEST	316		Login Request	1759980607175	1759980607526	OK	 
USER	Login Test - Carga Pico	316	END	1759980607174	1759980607527
USER	Login Test - Carga Pico	332	START	1759980607533	1759980607533
REQUEST	317		Login Request	1759980607238	1759980607581	OK	 
USER	Login Test - Carga Pico	317	END	1759980607237	1759980607582
USER	Login Test - Carga Pico	333	START	1759980607584	1759980607584
REQUEST	318		Login Request	1759980607302	1759980607607	OK	 
USER	Login Test - Carga Pico	318	END	1759980607300	1759980607608
USER	Login Test - Carga Normal	322	START	1759980607614	1759980607614
USER	Login Test - Carga Pico	334	START	1759980607639	1759980607639
REQUEST	302		Login Request	1759980607316	1759980607656	OK	 
USER	Login Test - Carga Normal	302	END	1759980607316	1759980607657
REQUEST	319		Login Request	1759980607363	1759980607658	OK	 
USER	Login Test - Carga Pico	319	END	1759980607362	1759980607659
USER	Login Test - Carga Pico	335	START	1759980607700	1759980607700
USER	Login Test - Carga Normal	323	START	1759980607716	1759980607716
USER	Login Test - Carga Pico	336	START	1759980607747	1759980607747
REQUEST	320		Login Request	1759980607425	1759980607774	OK	 
USER	Login Test - Carga Pico	320	END	1759980607424	1759980607774
USER	Login Test - Carga Pico	337	START	1759980607808	1759980607808
REQUEST	303		Login Request	1759980607426	1759980607813	OK	 
USER	Login Test - Carga Normal	303	END	1759980607424	1759980607815
REQUEST	331		Login Request	1759980607474	1759980607816	OK	 
USER	Login Test - Carga Pico	331	END	1759980607474	1759980607817
USER	Login Test - Carga Normal	324	START	1759980607824	1759980607824
USER	Login Test - Carga Pico	338	START	1759980607855	1759980607855
REQUEST	321		Login Request	1759980607519	1759980607863	OK	 
USER	Login Test - Carga Normal	321	END	1759980607518	1759980607864
REQUEST	332		Login Request	1759980607534	1759980607913	OK	 
USER	Login Test - Carga Pico	332	END	1759980607533	1759980607914
USER	Login Test - Carga Normal	325	START	1759980607917	1759980607917
USER	Login Test - Carga Pico	339	START	1759980607917	1759980607917
REQUEST	333		Login Request	1759980607584	1759980607920	OK	 
USER	Login Test - Carga Pico	333	END	1759980607584	1759980607921
USER	Login Test - Carga Pico	340	START	1759980607979	1759980607979
USER	Login Test - Carga Normal	326	START	1759980608023	1759980608023
USER	Login Test - Carga Pico	341	START	1759980608024	1759980608024
REQUEST	335		Login Request	1759980607701	1759980608028	OK	 
REQUEST	334		Login Request	1759980607640	1759980608028	OK	 
USER	Login Test - Carga Pico	335	END	1759980607700	1759980608029
USER	Login Test - Carga Pico	334	END	1759980607639	1759980608029
REQUEST	323		Login Request	1759980607717	1759980608058	OK	 
USER	Login Test - Carga Normal	323	END	1759980607716	1759980608059
REQUEST	336		Login Request	1759980607748	1759980608080	OK	 
USER	Login Test - Carga Pico	336	END	1759980607747	1759980608080
USER	Login Test - Carga Pico	342	START	1759980608084	1759980608084
USER	Login Test - Carga Normal	327	START	1759980608114	1759980608114
REQUEST	324		Login Request	1759980607824	1759980608118	OK	 
USER	Login Test - Carga Normal	324	END	1759980607824	1759980608120
USER	Login Test - Carga Pico	343	START	1759980608134	1759980608134
REQUEST	338		Login Request	1759980607856	1759980608156	OK	 
USER	Login Test - Carga Pico	338	END	1759980607855	1759980608157
REQUEST	337		Login Request	1759980607809	1759980608158	OK	 
USER	Login Test - Carga Pico	337	END	1759980607808	1759980608159
USER	Login Test - Carga Pico	344	START	1759980608194	1759980608194
USER	Login Test - Carga Normal	328	START	1759980608225	1759980608225
REQUEST	322		Login Request	1759980607614	1759980608234	OK	 
USER	Login Test - Carga Normal	322	END	1759980607614	1759980608235
USER	Login Test - Carga Pico	345	START	1759980608244	1759980608244
REQUEST	325		Login Request	1759980607917	1759980608259	OK	 
USER	Login Test - Carga Normal	325	END	1759980607917	1759980608260
REQUEST	339		Login Request	1759980607917	1759980608262	OK	 
USER	Login Test - Carga Pico	339	END	1759980607917	1759980608263
USER	Login Test - Carga Pico	346	START	1759980608304	1759980608304
USER	Login Test - Carga Normal	329	START	1759980608317	1759980608317
REQUEST	340		Login Request	1759980607979	1759980608331	OK	 
USER	Login Test - Carga Pico	340	END	1759980607979	1759980608333
USER	Login Test - Carga Pico	347	START	1759980608363	1759980608363
REQUEST	326		Login Request	1759980608024	1759980608365	OK	 
USER	Login Test - Carga Normal	326	END	1759980608023	1759980608366
REQUEST	341		Login Request	1759980608024	1759980608366	OK	 
USER	Login Test - Carga Pico	341	END	1759980608024	1759980608367
REQUEST	342		Login Request	1759980608084	1759980608440	OK	 
USER	Login Test - Carga Pico	342	END	1759980608084	1759980608441
USER	Login Test - Carga Pico	348	START	1759980608444	1759980608444
USER	Login Test - Carga Pico	360	START	1759980608447	1759980608447
USER	Login Test - Carga Normal	330	START	1759980608444	1759980608444
REQUEST	327		Login Request	1759980608116	1759980608454	OK	 
USER	Login Test - Carga Normal	327	END	1759980608114	1759980608455
REQUEST	344		Login Request	1759980608194	1759980608485	OK	 
USER	Login Test - Carga Pico	344	END	1759980608194	1759980608485
USER	Login Test - Carga Normal	349	START	1759980608504	1759980608504
USER	Login Test - Carga Pico	361	START	1759980608532	1759980608532
USER	Login Test - Carga Pico	362	START	1759980608593	1759980608593
USER	Login Test - Carga Normal	350	START	1759980608594	1759980608594
REQUEST	345		Login Request	1759980608244	1759980608598	OK	 
USER	Login Test - Carga Pico	345	END	1759980608244	1759980608599
REQUEST	328		Login Request	1759980608226	1759980608616	OK	 
USER	Login Test - Carga Normal	328	END	1759980608225	1759980608617
USER	Login Test - Carga Pico	363	START	1759980608641	1759980608641
REQUEST	346		Login Request	1759980608304	1759980608651	OK	 
USER	Login Test - Carga Pico	346	END	1759980608304	1759980608652
REQUEST	329		Login Request	1759980608318	1759980608658	OK	 
USER	Login Test - Carga Normal	329	END	1759980608317	1759980608660
REQUEST	343		Login Request	1759980608134	1759980608686	OK	 
USER	Login Test - Carga Pico	343	END	1759980608134	1759980608687
USER	Login Test - Carga Normal	351	START	1759980608686	1759980608686
USER	Login Test - Carga Pico	364	START	1759980608701	1759980608701
REQUEST	348		Login Request	1759980608445	1759980608748	OK	 
USER	Login Test - Carga Pico	365	START	1759980608747	1759980608747
USER	Login Test - Carga Pico	348	END	1759980608444	1759980608749
REQUEST	347		Login Request	1759980608364	1759980608750	OK	 
USER	Login Test - Carga Pico	347	END	1759980608363	1759980608751
USER	Login Test - Carga Normal	352	START	1759980608777	1759980608777
REQUEST	360		Login Request	1759980608447	1759980608794	OK	 
USER	Login Test - Carga Pico	360	END	1759980608447	1759980608795
REQUEST	330		Login Request	1759980608445	1759980608795	OK	 
USER	Login Test - Carga Normal	330	END	1759980608444	1759980608796
USER	Login Test - Carga Pico	366	START	1759980608808	1759980608808
REQUEST	361		Login Request	1759980608533	1759980608824	OK	 
USER	Login Test - Carga Pico	361	END	1759980608532	1759980608825
REQUEST	349		Login Request	1759980608505	1759980608831	OK	 
USER	Login Test - Carga Normal	349	END	1759980608504	1759980608832
USER	Login Test - Carga Pico	367	START	1759980608855	1759980608855
USER	Login Test - Carga Normal	353	START	1759980608870	1759980608870
USER	Login Test - Carga Pico	368	START	1759980608916	1759980608916
REQUEST	362		Login Request	1759980608594	1759980608940	OK	 
USER	Login Test - Carga Pico	362	END	1759980608593	1759980608941
USER	Login Test - Carga Pico	369	START	1759980608964	1759980608964
USER	Login Test - Carga Normal	354	START	1759980608964	1759980608964
REQUEST	350		Login Request	1759980608594	1759980608975	OK	 
REQUEST	363		Login Request	1759980608642	1759980608975	OK	 
USER	Login Test - Carga Pico	363	END	1759980608641	1759980608976
USER	Login Test - Carga Normal	350	END	1759980608594	1759980608976
REQUEST	364		Login Request	1759980608702	1759980609014	OK	 
USER	Login Test - Carga Pico	364	END	1759980608701	1759980609015
USER	Login Test - Carga Pico	370	START	1759980609024	1759980609024
USER	Login Test - Carga Normal	355	START	1759980609054	1759980609054
REQUEST	351		Login Request	1759980608687	1759980609071	OK	 
USER	Login Test - Carga Normal	351	END	1759980608686	1759980609072
REQUEST	365		Login Request	1759980608748	1759980609076	OK	 
USER	Login Test - Carga Pico	365	END	1759980608747	1759980609077
USER	Login Test - Carga Pico	371	START	1759980609084	1759980609084
REQUEST	352		Login Request	1759980608779	1759980609103	OK	 
USER	Login Test - Carga Normal	352	END	1759980608777	1759980609104
USER	Login Test - Carga Pico	372	START	1759980609134	1759980609134
REQUEST	366		Login Request	1759980608809	1759980609144	OK	 
USER	Login Test - Carga Pico	366	END	1759980608808	1759980609146
USER	Login Test - Carga Normal	356	START	1759980609145	1759980609145
USER	Login Test - Carga Pico	373	START	1759980609194	1759980609194
REQUEST	367		Login Request	1759980608857	1759980609227	OK	 
USER	Login Test - Carga Pico	367	END	1759980608855	1759980609228
USER	Login Test - Carga Normal	357	START	1759980609238	1759980609238
REQUEST	368		Login Request	1759980608917	1759980609250	OK	 
USER	Login Test - Carga Pico	368	END	1759980608916	1759980609251
USER	Login Test - Carga Pico	374	START	1759980609254	1759980609254
REQUEST	353		Login Request	1759980608871	1759980609259	OK	 
USER	Login Test - Carga Normal	353	END	1759980608870	1759980609260
REQUEST	369		Login Request	1759980608964	1759980609298	OK	 
USER	Login Test - Carga Pico	369	END	1759980608964	1759980609299
USER	Login Test - Carga Pico	375	START	1759980609304	1759980609304
REQUEST	370		Login Request	1759980609024	1759980609320	OK	 
USER	Login Test - Carga Pico	370	END	1759980609024	1759980609321
USER	Login Test - Carga Normal	358	START	1759980609332	1759980609332
REQUEST	354		Login Request	1759980608964	1759980609360	OK	 
USER	Login Test - Carga Normal	354	END	1759980608964	1759980609361
USER	Login Test - Carga Pico	376	START	1759980609361	1759980609361
REQUEST	355		Login Request	1759980609054	1759980609386	OK	 
USER	Login Test - Carga Normal	355	END	1759980609054	1759980609387
REQUEST	371		Login Request	1759980609084	1759980609417	OK	 
USER	Login Test - Carga Pico	371	END	1759980609084	1759980609418
USER	Login Test - Carga Pico	377	START	1759980609423	1759980609423
USER	Login Test - Carga Normal	359	START	1759980609423	1759980609423
USER	Login Test - Carga Pico	378	START	1759980609471	1759980609471
REQUEST	372		Login Request	1759980609135	1759980609481	OK	 
USER	Login Test - Carga Pico	372	END	1759980609134	1759980609483
REQUEST	356		Login Request	1759980609146	1759980609489	OK	 
USER	Login Test - Carga Normal	356	END	1759980609145	1759980609490
USER	Login Test - Carga Normal	379	START	1759980609504	1759980609504
USER	Login Test - Carga Pico	390	START	1759980609532	1759980609532
REQUEST	373		Login Request	1759980609194	1759980609534	OK	 
USER	Login Test - Carga Pico	373	END	1759980609194	1759980609535
REQUEST	357		Login Request	1759980609239	1759980609572	OK	 
USER	Login Test - Carga Normal	357	END	1759980609238	1759980609573
USER	Login Test - Carga Pico	391	START	1759980609577	1759980609577
REQUEST	375		Login Request	1759980609304	1759980609585	OK	 
USER	Login Test - Carga Pico	375	END	1759980609304	1759980609586
REQUEST	374		Login Request	1759980609255	1759980609590	OK	 
USER	Login Test - Carga Pico	374	END	1759980609254	1759980609591
USER	Login Test - Carga Normal	380	START	1759980609594	1759980609594
USER	Login Test - Carga Pico	392	START	1759980609625	1759980609625
REQUEST	358		Login Request	1759980609333	1759980609658	OK	 
USER	Login Test - Carga Normal	358	END	1759980609332	1759980609659
USER	Login Test - Carga Pico	393	START	1759980609674	1759980609674
USER	Login Test - Carga Normal	381	START	1759980609687	1759980609687
REQUEST	376		Login Request	1759980609362	1759980609704	OK	 
USER	Login Test - Carga Pico	376	END	1759980609361	1759980609705
USER	Login Test - Carga Pico	394	START	1759980609734	1759980609734
REQUEST	377		Login Request	1759980609424	1759980609753	OK	 
USER	Login Test - Carga Pico	377	END	1759980609423	1759980609755
USER	Login Test - Carga Normal	382	START	1759980609779	1759980609779
USER	Login Test - Carga Pico	395	START	1759980609784	1759980609784
REQUEST	359		Login Request	1759980609424	1759980609801	OK	 
USER	Login Test - Carga Normal	359	END	1759980609423	1759980609802
USER	Login Test - Carga Pico	396	START	1759980609840	1759980609840
REQUEST	379		Login Request	1759980609505	1759980609845	OK	 
USER	Login Test - Carga Normal	379	END	1759980609504	1759980609846
REQUEST	378		Login Request	1759980609472	1759980609855	OK	 
USER	Login Test - Carga Pico	378	END	1759980609471	1759980609857
REQUEST	391		Login Request	1759980609578	1759980609862	OK	 
USER	Login Test - Carga Pico	391	END	1759980609577	1759980609864
USER	Login Test - Carga Normal	383	START	1759980609874	1759980609874
REQUEST	380		Login Request	1759980609594	1759980609878	OK	 
USER	Login Test - Carga Normal	380	END	1759980609594	1759980609879
USER	Login Test - Carga Pico	397	START	1759980609886	1759980609886
REQUEST	392		Login Request	1759980609626	1759980609906	OK	 
USER	Login Test - Carga Pico	392	END	1759980609625	1759980609908
REQUEST	390		Login Request	1759980609533	1759980609923	OK	 
USER	Login Test - Carga Pico	390	END	1759980609532	1759980609924
USER	Login Test - Carga Pico	398	START	1759980609948	1759980609948
USER	Login Test - Carga Normal	384	START	1759980609964	1759980609964
USER	Login Test - Carga Pico	399	START	1759980609995	1759980609995
REQUEST	393		Login Request	1759980609674	1759980610013	OK	 
REQUEST	381		Login Request	1759980609688	1759980610013	OK	 
USER	Login Test - Carga Pico	393	END	1759980609674	1759980610014
USER	Login Test - Carga Normal	381	END	1759980609687	1759980610014
REQUEST	394		Login Request	1759980609734	1759980610034	OK	 
USER	Login Test - Carga Pico	394	END	1759980609734	1759980610035
USER	Login Test - Carga Pico	400	START	1759980610044	1759980610044
USER	Login Test - Carga Normal	385	START	1759980610057	1759980610057
USER	Login Test - Carga Pico	401	START	1759980610105	1759980610105
REQUEST	382		Login Request	1759980609780	1759980610120	OK	 
USER	Login Test - Carga Normal	382	END	1759980609779	1759980610122
REQUEST	396		Login Request	1759980609841	1759980610133	OK	 
USER	Login Test - Carga Pico	396	END	1759980609840	1759980610134
USER	Login Test - Carga Normal	386	START	1759980610149	1759980610149
USER	Login Test - Carga Pico	402	START	1759980610154	1759980610154
REQUEST	395		Login Request	1759980609785	1759980610179	OK	 
USER	Login Test - Carga Pico	395	END	1759980609784	1759980610181
USER	Login Test - Carga Pico	403	START	1759980610211	1759980610211
REQUEST	397		Login Request	1759980609887	1759980610222	OK	 
USER	Login Test - Carga Pico	397	END	1759980609886	1759980610223
USER	Login Test - Carga Normal	387	START	1759980610242	1759980610242
REQUEST	383		Login Request	1759980609874	1759980610256	OK	 
USER	Login Test - Carga Normal	383	END	1759980609874	1759980610257
USER	Login Test - Carga Pico	404	START	1759980610258	1759980610258
REQUEST	398		Login Request	1759980609949	1759980610281	OK	 
USER	Login Test - Carga Pico	398	END	1759980609948	1759980610282
REQUEST	384		Login Request	1759980609964	1759980610303	OK	 
USER	Login Test - Carga Normal	384	END	1759980609964	1759980610304
USER	Login Test - Carga Pico	405	START	1759980610319	1759980610319
USER	Login Test - Carga Normal	388	START	1759980610324	1759980610324
REQUEST	399		Login Request	1759980609996	1759980610326	OK	 
USER	Login Test - Carga Pico	399	END	1759980609995	1759980610327
REQUEST	400		Login Request	1759980610044	1759980610344	OK	 
USER	Login Test - Carga Pico	400	END	1759980610044	1759980610345
USER	Login Test - Carga Pico	406	START	1759980610366	1759980610366
REQUEST	385		Login Request	1759980610058	1759980610388	OK	 
USER	Login Test - Carga Normal	385	END	1759980610057	1759980610389
USER	Login Test - Carga Pico	407	START	1759980610414	1759980610414
USER	Login Test - Carga Normal	389	START	1759980610414	1759980610414
REQUEST	386		Login Request	1759980610150	1759980610437	OK	 
USER	Login Test - Carga Normal	386	END	1759980610149	1759980610438
USER	Login Test - Carga Pico	419	START	1759980610474	1759980610474
REQUEST	401		Login Request	1759980610105	1759980610497	OK	 
USER	Login Test - Carga Pico	401	END	1759980610105	1759980610498
USER	Login Test - Carga Normal	408	START	1759980610504	1759980610504
USER	Login Test - Carga Pico	420	START	1759980610520	1759980610520
REQUEST	402		Login Request	1759980610154	1759980610544	OK	 
USER	Login Test - Carga Pico	402	END	1759980610154	1759980610545
REQUEST	403		Login Request	1759980610211	1759980610547	OK	 
USER	Login Test - Carga Pico	403	END	1759980610211	1759980610548
USER	Login Test - Carga Pico	421	START	1759980610568	1759980610568
USER	Login Test - Carga Normal	409	START	1759980610599	1759980610599
REQUEST	404		Login Request	1759980610258	1759980610605	OK	 
USER	Login Test - Carga Pico	404	END	1759980610258	1759980610607
REQUEST	388		Login Request	1759980610324	1759980610616	OK	 
USER	Login Test - Carga Normal	388	END	1759980610324	1759980610617
REQUEST	387		Login Request	1759980610243	1759980610623	OK	 
USER	Login Test - Carga Normal	387	END	1759980610242	1759980610623
USER	Login Test - Carga Pico	422	START	1759980610629	1759980610629
REQUEST	406		Login Request	1759980610367	1759980610643	OK	 
USER	Login Test - Carga Pico	406	END	1759980610366	1759980610644
REQUEST	405		Login Request	1759980610321	1759980610654	OK	 
USER	Login Test - Carga Pico	405	END	1759980610319	1759980610655
USER	Login Test - Carga Pico	423	START	1759980610675	1759980610675
USER	Login Test - Carga Normal	410	START	1759980610691	1759980610691
USER	Login Test - Carga Pico	424	START	1759980610724	1759980610724
REQUEST	389		Login Request	1759980610414	1759980610763	OK	 
USER	Login Test - Carga Normal	389	END	1759980610414	1759980610764
REQUEST	407		Login Request	1759980610414	1759980610768	OK	 
USER	Login Test - Carga Pico	407	END	1759980610414	1759980610769
USER	Login Test - Carga Normal	411	START	1759980610783	1759980610783
USER	Login Test - Carga Pico	425	START	1759980610783	1759980610783
REQUEST	408		Login Request	1759980610505	1759980610811	OK	 
USER	Login Test - Carga Normal	408	END	1759980610504	1759980610812
REQUEST	419		Login Request	1759980610475	1759980610818	OK	 
USER	Login Test - Carga Pico	419	END	1759980610474	1759980610819
USER	Login Test - Carga Pico	426	START	1759980610834	1759980610834
USER	Login Test - Carga Normal	412	START	1759980610864	1759980610864
USER	Login Test - Carga Pico	427	START	1759980610891	1759980610891
USER	Login Test - Carga Pico	428	START	1759980610938	1759980610938
REQUEST	421		Login Request	1759980610569	1759980610950	OK	 
REQUEST	409		Login Request	1759980610600	1759980610950	OK	 
USER	Login Test - Carga Pico	421	END	1759980610568	1759980610951
USER	Login Test - Carga Normal	409	END	1759980610599	1759980610951
USER	Login Test - Carga Normal	413	START	1759980610954	1759980610954
REQUEST	420		Login Request	1759980610521	1759980610960	OK	 
USER	Login Test - Carga Pico	420	END	1759980610520	1759980610961
REQUEST	422		Login Request	1759980610630	1759980610961	OK	 
USER	Login Test - Carga Pico	422	END	1759980610629	1759980610962
USER	Login Test - Carga Pico	429	START	1759980610984	1759980610984
REQUEST	423		Login Request	1759980610677	1759980611030	OK	 
USER	Login Test - Carga Pico	423	END	1759980610675	1759980611031
USER	Login Test - Carga Pico	430	START	1759980611044	1759980611044
USER	Login Test - Carga Normal	414	START	1759980611044	1759980611044
REQUEST	410		Login Request	1759980610691	1759980611065	OK	 
USER	Login Test - Carga Normal	410	END	1759980610691	1759980611066
REQUEST	424		Login Request	1759980610725	1759980611071	OK	 
USER	Login Test - Carga Pico	424	END	1759980610724	1759980611073
USER	Login Test - Carga Pico	431	START	1759980611094	1759980611094
USER	Login Test - Carga Normal	415	START	1759980611137	1759980611137
USER	Login Test - Carga Pico	432	START	1759980611153	1759980611153
REQUEST	412		Login Request	1759980610865	1759980611164	OK	 
USER	Login Test - Carga Normal	412	END	1759980610864	1759980611164
USER	Login Test - Carga Pico	433	START	1759980611204	1759980611204
REQUEST	426		Login Request	1759980610835	1759980611214	OK	 
USER	Login Test - Carga Pico	426	END	1759980610834	1759980611215
USER	Login Test - Carga Normal	416	START	1759980611234	1759980611234
USER	Login Test - Carga Pico	434	START	1759980611262	1759980611262
REQUEST	428		Login Request	1759980610939	1759980611271	OK	 
USER	Login Test - Carga Pico	428	END	1759980610938	1759980611272
REQUEST	427		Login Request	1759980610892	1759980611286	OK	 
USER	Login Test - Carga Pico	427	END	1759980610891	1759980611287
REQUEST	413		Login Request	1759980610954	1759980611296	OK	 
USER	Login Test - Carga Normal	413	END	1759980610954	1759980611297
USER	Login Test - Carga Pico	435	START	1759980611308	1759980611308
USER	Login Test - Carga Normal	417	START	1759980611324	1759980611324
REQUEST	430		Login Request	1759980611045	1759980611334	OK	 
USER	Login Test - Carga Pico	430	END	1759980611044	1759980611336
USER	Login Test - Carga Pico	436	START	1759980611354	1759980611354
REQUEST	429		Login Request	1759980610984	1759980611364	OK	 
USER	Login Test - Carga Pico	429	END	1759980610984	1759980611365
REQUEST	414		Login Request	1759980611045	1759980611380	OK	 
USER	Login Test - Carga Normal	414	END	1759980611044	1759980611381
USER	Login Test - Carga Normal	418	START	1759980611416	1759980611416
USER	Login Test - Carga Pico	437	START	1759980611416	1759980611416
REQUEST	431		Login Request	1759980611094	1759980611439	OK	 
USER	Login Test - Carga Pico	431	END	1759980611094	1759980611440
USER	Login Test - Carga Pico	449	START	1759980611446	1759980611446
REQUEST	432		Login Request	1759980611154	1759980611495	OK	 
USER	Login Test - Carga Normal	438	START	1759980611493	1759980611493
USER	Login Test - Carga Pico	450	START	1759980611494	1759980611494
USER	Login Test - Carga Pico	432	END	1759980611153	1759980611496
REQUEST	433		Login Request	1759980611204	1759980611506	OK	 
USER	Login Test - Carga Pico	433	END	1759980611204	1759980611507
REQUEST	415		Login Request	1759980611137	1759980611525	OK	 
USER	Login Test - Carga Normal	415	END	1759980611137	1759980611526
USER	Login Test - Carga Pico	451	START	1759980611544	1759980611544
USER	Login Test - Carga Normal	439	START	1759980611574	1759980611574
USER	Login Test - Carga Pico	452	START	1759980611601	1759980611601
REQUEST	434		Login Request	1759980611262	1759980611610	OK	 
USER	Login Test - Carga Pico	434	END	1759980611262	1759980611610
REQUEST	416		Login Request	1759980611234	1759980611616	OK	 
USER	Login Test - Carga Normal	416	END	1759980611234	1759980611617
REQUEST	417		Login Request	1759980611325	1759980611648	OK	 
USER	Login Test - Carga Pico	453	START	1759980611648	1759980611648
USER	Login Test - Carga Normal	417	END	1759980611324	1759980611649
USER	Login Test - Carga Normal	440	START	1759980611679	1759980611679
REQUEST	435		Login Request	1759980611308	1759980611690	OK	 
USER	Login Test - Carga Pico	435	END	1759980611308	1759980611691
USER	Login Test - Carga Pico	454	START	1759980611695	1759980611695
REQUEST	437		Login Request	1759980611417	1759980611734	OK	 
USER	Login Test - Carga Pico	437	END	1759980611416	1759980611735
USER	Login Test - Carga Pico	455	START	1759980611744	1759980611744
REQUEST	436		Login Request	1759980611355	1759980611753	OK	 
USER	Login Test - Carga Pico	436	END	1759980611354	1759980611754
USER	Login Test - Carga Normal	441	START	1759980611771	1759980611771
REQUEST	449		Login Request	1759980611447	1759980611775	OK	 
REQUEST	418		Login Request	1759980611417	1759980611775	OK	 
USER	Login Test - Carga Normal	418	END	1759980611416	1759980611775
USER	Login Test - Carga Pico	449	END	1759980611446	1759980611775
USER	Login Test - Carga Pico	456	START	1759980611802	1759980611802
REQUEST	450		Login Request	1759980611495	1759980611842	OK	 
USER	Login Test - Carga Pico	450	END	1759980611494	1759980611842
REQUEST	451		Login Request	1759980611544	1759980611849	OK	 
USER	Login Test - Carga Pico	457	START	1759980611849	1759980611849
USER	Login Test - Carga Pico	451	END	1759980611544	1759980611850
REQUEST	439		Login Request	1759980611574	1759980611853	OK	 
USER	Login Test - Carga Normal	439	END	1759980611574	1759980611854
USER	Login Test - Carga Normal	442	START	1759980611854	1759980611854
REQUEST	438		Login Request	1759980611496	1759980611893	OK	 
USER	Login Test - Carga Normal	438	END	1759980611493	1759980611895
USER	Login Test - Carga Pico	458	START	1759980611894	1759980611894
REQUEST	452		Login Request	1759980611602	1759980611942	OK	 
USER	Login Test - Carga Pico	452	END	1759980611601	1759980611943
USER	Login Test - Carga Pico	459	START	1759980611944	1759980611944
USER	Login Test - Carga Normal	443	START	1759980611944	1759980611944
REQUEST	453		Login Request	1759980611648	1759980611990	OK	 
USER	Login Test - Carga Pico	453	END	1759980611648	1759980611992
REQUEST	454		Login Request	1759980611696	1759980612001	OK	 
USER	Login Test - Carga Pico	454	END	1759980611695	1759980612002
USER	Login Test - Carga Pico	460	START	1759980612002	1759980612002
REQUEST	440		Login Request	1759980611680	1759980612015	OK	 
USER	Login Test - Carga Normal	440	END	1759980611679	1759980612016
REQUEST	455		Login Request	1759980611744	1759980612027	OK	 
USER	Login Test - Carga Pico	455	END	1759980611744	1759980612028
USER	Login Test - Carga Normal	444	START	1759980612034	1759980612034
USER	Login Test - Carga Pico	461	START	1759980612049	1759980612049
REQUEST	441		Login Request	1759980611772	1759980612068	OK	 
USER	Login Test - Carga Normal	441	END	1759980611771	1759980612068
USER	Login Test - Carga Pico	462	START	1759980612095	1759980612095
USER	Login Test - Carga Normal	445	START	1759980612126	1759980612126
USER	Login Test - Carga Pico	463	START	1759980612144	1759980612144
