ASSERTION	AAEDAAECAQAAAAAAAHCnQA==
ASSERTION	AAEDAAEEAAAAAAAAwFdAAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAMCAAAAAAAAwFhA
RUN	parabank.AccountStatementsTest	accountstatementstest	1759981929683	 	3.3.1
REQUEST	77		Login Request	1759981938427	1759981938767	OK	 
REQUEST	84		Login Request	1759981938427	1759981938805	OK	 
USER	Account Statements Test - Carga Simultánea	86	START	1759981938819	1759981938819
REQUEST	70		Get Account Statement Request	1759981938667	1759981938823	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	70	END	1759981937106	1759981938825
USER	Account Statements Test - 200 Usuarios Simultáneos	92	START	1759981938836	1759981938836
REQUEST	80		Get Accounts Request	1759981938712	1759981938856	OK	 
REQUEST	53		Get Account Statement Request	1759981938741	1759981938884	OK	 
USER	Account Statements Test - Carga Simultánea	53	END	1759981936231	1759981938885
REQUEST	90		Login Request	1759981938560	1759981938907	OK	 
REQUEST	71		Get Account Statement Request	1759981938774	1759981938916	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	71	END	1759981937260	1759981938917
REQUEST	66		Get Accounts Request	1759981938777	1759981938928	OK	 
REQUEST	85		Login Request	1759981938622	1759981938967	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	93	START	1759981938990	1759981938990
REQUEST	54		Get Account Statement Request	1759981938867	1759981938994	OK	 
USER	Account Statements Test - Carga Simultánea	54	END	1759981936432	1759981938995
USER	Account Statements Test - Carga Simultánea	87	START	1759981939022	1759981939022
REQUEST	81		Get Accounts Request	1759981938898	1759981939050	OK	 
REQUEST	73		Get Accounts Request	1759981938946	1759981939076	OK	 
REQUEST	72		Get Account Statement Request	1759981938943	1759981939088	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	72	END	1759981937432	1759981939089
USER	Account Statements Test - 200 Usuarios Simultáneos	94	START	1759981939129	1759981939129
REQUEST	92		Login Request	1759981938837	1759981939130	OK	 
REQUEST	86		Login Request	1759981938820	1759981939162	OK	 
REQUEST	82		Get Accounts Request	1759981939055	1759981939207	OK	 
REQUEST	62		Get Account Statement Request	1759981939084	1759981939218	OK	 
USER	Account Statements Test - Carga Simultánea	62	END	1759981936630	1759981939219
USER	Account Statements Test - Carga Simultánea	88	START	1759981939223	1759981939223
REQUEST	78		Get Account Statement Request	1759981939084	1759981939226	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	78	END	1759981937573	1759981939227
REQUEST	91		Login Request	1759981938698	1759981939235	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	95	START	1759981939269	1759981939269
REQUEST	83		Get Accounts Request	1759981939146	1759981939289	OK	 
REQUEST	79		Get Account Statement Request	1759981939177	1759981939312	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	79	END	1759981937716	1759981939313
REQUEST	93		Login Request	1759981938991	1759981939333	OK	 
REQUEST	74		Get Accounts Request	1759981939197	1759981939345	OK	 
REQUEST	87		Login Request	1759981939023	1759981939358	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	96	START	1759981939409	1759981939409
REQUEST	94		Login Request	1759981939130	1759981939414	OK	 
USER	Account Statements Test - Carga Simultánea	89	START	1759981939425	1759981939425
REQUEST	84		Get Accounts Request	1759981939332	1759981939484	OK	 
REQUEST	80		Get Account Statement Request	1759981939366	1759981939503	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	80	END	1759981937865	1759981939504
REQUEST	63		Get Account Statement Request	1759981939394	1759981939552	OK	 
USER	Account Statements Test - Carga Simultánea	63	END	1759981936829	1759981939553
REQUEST	90		Get Accounts Request	1759981939425	1759981939572	OK	 
REQUEST	75		Get Accounts Request	1759981939427	1759981939579	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	102	START	1759981939596	1759981939596
REQUEST	95		Login Request	1759981939270	1759981939605	OK	 
REQUEST	88		Login Request	1759981939224	1759981939611	OK	 
USER	Account Statements Test - Carga Simultánea	97	START	1759981939626	1759981939626
REQUEST	64		Get Account Statement Request	1759981939537	1759981939680	OK	 
USER	Account Statements Test - Carga Simultánea	64	END	1759981937031	1759981939681
REQUEST	96		Login Request	1759981939410	1759981939701	OK	 
REQUEST	81		Get Account Statement Request	1759981939548	1759981939703	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	81	END	1759981938006	1759981939704
REQUEST	76		Get Accounts Request	1759981939597	1759981939739	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	103	START	1759981939756	1759981939756
REQUEST	89		Login Request	1759981939425	1759981939760	OK	 
REQUEST	92		Get Accounts Request	1759981939647	1759981939775	OK	 
USER	Account Statements Test - Carga Simultánea	98	START	1759981939829	1759981939829
REQUEST	82		Get Account Statement Request	1759981939707	1759981939857	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	82	END	1759981938146	1759981939859
REQUEST	65		Get Account Statement Request	1759981939753	1759981939902	OK	 
USER	Account Statements Test - Carga Simultánea	65	END	1759981937229	1759981939903
REQUEST	91		Get Accounts Request	1759981939753	1759981939907	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	104	START	1759981939926	1759981939926
REQUEST	77		Get Accounts Request	1759981939783	1759981939926	OK	 
REQUEST	83		Get Account Statement Request	1759981939799	1759981939941	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	83	END	1759981938286	1759981939942
REQUEST	102		Login Request	1759981939597	1759981939943	OK	 
REQUEST	97		Login Request	1759981939627	1759981939964	OK	 
REQUEST	93		Get Accounts Request	1759981939845	1759981939987	OK	 
USER	Account Statements Test - Carga Simultánea	99	START	1759981940028	1759981940028
REQUEST	94		Get Accounts Request	1759981939926	1759981940056	OK	 
REQUEST	66		Get Account Statement Request	1759981939953	1759981940094	OK	 
USER	Account Statements Test - Carga Simultánea	66	END	1759981937432	1759981940095
USER	Account Statements Test - 200 Usuarios Simultáneos	105	START	1759981940096	1759981940096
REQUEST	85		Get Accounts Request	1759981939984	1759981940131	OK	 
REQUEST	84		Get Account Statement Request	1759981939984	1759981940134	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	84	END	1759981938426	1759981940135
REQUEST	103		Login Request	1759981939757	1759981940145	OK	 
REQUEST	98		Login Request	1759981939830	1759981940159	OK	 
REQUEST	73		Get Account Statement Request	1759981940077	1759981940209	OK	 
USER	Account Statements Test - Carga Simultánea	73	END	1759981937635	1759981940209
REQUEST	90		Get Account Statement Request	1759981940077	1759981940221	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	90	END	1759981938559	1759981940223
USER	Account Statements Test - Carga Simultánea	100	START	1759981940231	1759981940231
USER	Account Statements Test - 200 Usuarios Simultáneos	106	START	1759981940263	1759981940263
REQUEST	95		Get Accounts Request	1759981940124	1759981940268	OK	 
REQUEST	104		Login Request	1759981939927	1759981940289	OK	 
REQUEST	86		Get Accounts Request	1759981940185	1759981940328	OK	 
REQUEST	96		Get Accounts Request	1759981940217	1759981940347	OK	 
REQUEST	99		Login Request	1759981940029	1759981940408	OK	 
REQUEST	92		Get Account Statement Request	1759981940278	1759981940412	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	92	END	1759981938836	1759981940412
USER	Account Statements Test - Carga Simultánea	101	START	1759981940431	1759981940431
USER	Account Statements Test - 200 Usuarios Simultáneos	107	START	1759981940431	1759981940431
REQUEST	105		Login Request	1759981940097	1759981940478	OK	 
REQUEST	74		Get Account Statement Request	1759981940355	1759981940504	OK	 
USER	Account Statements Test - Carga Simultánea	74	END	1759981937835	1759981940505
REQUEST	87		Get Accounts Request	1759981940370	1759981940517	OK	 
REQUEST	100		Login Request	1759981940232	1759981940564	OK	 
REQUEST	91		Get Account Statement Request	1759981940417	1759981940568	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	91	END	1759981938696	1759981940569
USER	Account Statements Test - 200 Usuarios Simultáneos	113	START	1759981940569	1759981940569
REQUEST	102		Get Accounts Request	1759981940462	1759981940605	OK	 
USER	Account Statements Test - Carga Simultánea	108	START	1759981940633	1759981940633
REQUEST	93		Get Account Statement Request	1759981940496	1759981940641	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	93	END	1759981938990	1759981940642
REQUEST	106		Login Request	1759981940263	1759981940646	OK	 
REQUEST	94		Get Account Statement Request	1759981940556	1759981940693	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	94	END	1759981939129	1759981940695
USER	Account Statements Test - 200 Usuarios Simultáneos	114	START	1759981940723	1759981940723
REQUEST	75		Get Account Statement Request	1759981940600	1759981940754	OK	 
USER	Account Statements Test - Carga Simultánea	75	END	1759981938026	1759981940755
REQUEST	101		Login Request	1759981940432	1759981940770	OK	 
REQUEST	107		Login Request	1759981940432	1759981940774	OK	 
REQUEST	88		Get Accounts Request	1759981940633	1759981940791	OK	 
REQUEST	103		Get Accounts Request	1759981940663	1759981940818	OK	 
USER	Account Statements Test - Carga Simultánea	109	START	1759981940830	1759981940830
USER	Account Statements Test - 200 Usuarios Simultáneos	115	START	1759981940860	1759981940860
REQUEST	76		Get Account Statement Request	1759981940754	1759981940898	OK	 
USER	Account Statements Test - Carga Simultánea	76	END	1759981938237	1759981940900
REQUEST	113		Login Request	1759981940569	1759981940906	OK	 
REQUEST	95		Get Account Statement Request	1759981940784	1759981940926	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	95	END	1759981939269	1759981940927
REQUEST	89		Get Accounts Request	1759981940784	1759981940930	OK	 
REQUEST	108		Login Request	1759981940633	1759981940944	OK	 
REQUEST	104		Get Accounts Request	1759981940800	1759981940958	OK	 
REQUEST	96		Get Account Statement Request	1759981940846	1759981940974	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	96	END	1759981939409	1759981940975
USER	Account Statements Test - 200 Usuarios Simultáneos	116	START	1759981940998	1759981940998
USER	Account Statements Test - Carga Simultánea	110	START	1759981941028	1759981941028
REQUEST	114		Login Request	1759981940724	1759981941067	OK	 
REQUEST	77		Get Account Statement Request	1759981940937	1759981941075	OK	 
USER	Account Statements Test - Carga Simultánea	77	END	1759981938426	1759981941077
USER	Account Statements Test - 200 Usuarios Simultáneos	117	START	1759981941136	1759981941136
REQUEST	97		Get Accounts Request	1759981940983	1759981941159	OK	 
REQUEST	105		Get Accounts Request	1759981940999	1759981941167	OK	 
REQUEST	109		Login Request	1759981940831	1759981941167	OK	 
REQUEST	115		Login Request	1759981940861	1759981941210	OK	 
USER	Account Statements Test - Carga Simultánea	111	START	1759981941229	1759981941229
REQUEST	102		Get Account Statement Request	1759981941106	1759981941249	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	102	END	1759981939596	1759981941250
REQUEST	85		Get Account Statement Request	1759981941137	1759981941279	OK	 
USER	Account Statements Test - Carga Simultánea	85	END	1759981938620	1759981941280
USER	Account Statements Test - 200 Usuarios Simultáneos	118	START	1759981941289	1759981941289
REQUEST	106		Get Accounts Request	1759981941157	1759981941311	OK	 
REQUEST	98		Get Accounts Request	1759981941183	1759981941324	OK	 
REQUEST	116		Login Request	1759981940999	1759981941355	OK	 
REQUEST	110		Login Request	1759981941029	1759981941364	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	119	START	1759981941429	1759981941429
USER	Account Statements Test - Carga Simultánea	112	START	1759981941429	1759981941429
REQUEST	107		Get Accounts Request	1759981941290	1759981941438	OK	 
REQUEST	86		Get Account Statement Request	1759981941337	1759981941479	OK	 
USER	Account Statements Test - Carga Simultánea	86	END	1759981938819	1759981941480
REQUEST	103		Get Account Statement Request	1759981941337	1759981941492	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	103	END	1759981939756	1759981941493
REQUEST	117		Login Request	1759981941138	1759981941527	OK	 
USER	Account Statements Test - Carga Simultánea	120	START	1759981941535	1759981941535
USER	Account Statements Test - 200 Usuarios Simultáneos	130	START	1759981941567	1759981941567
REQUEST	99		Get Accounts Request	1759981941417	1759981941570	OK	 
REQUEST	113		Get Accounts Request	1759981941430	1759981941577	OK	 
REQUEST	111		Login Request	1759981941230	1759981941577	OK	 
REQUEST	104		Get Account Statement Request	1759981941475	1759981941626	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	104	END	1759981939926	1759981941626
USER	Account Statements Test - Carga Simultánea	121	START	1759981941628	1759981941628
REQUEST	118		Login Request	1759981941290	1759981941637	OK	 
REQUEST	87		Get Account Statement Request	1759981941520	1759981941662	OK	 
USER	Account Statements Test - Carga Simultánea	87	END	1759981939022	1759981941663
USER	Account Statements Test - 200 Usuarios Simultáneos	131	START	1759981941719	1759981941719
REQUEST	114		Get Accounts Request	1759981941582	1759981941726	OK	 
REQUEST	100		Get Accounts Request	1759981941582	1759981941727	OK	 
USER	Account Statements Test - Carga Simultánea	122	START	1759981941735	1759981941735
REQUEST	112		Login Request	1759981941430	1759981941763	OK	 
REQUEST	105		Get Account Statement Request	1759981941660	1759981941812	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	105	END	1759981940096	1759981941813
REQUEST	119		Login Request	1759981941430	1759981941816	OK	 
USER	Account Statements Test - Carga Simultánea	123	START	1759981941828	1759981941828
USER	Account Statements Test - 200 Usuarios Simultáneos	132	START	1759981941859	1759981941859
REQUEST	115		Get Accounts Request	1759981941720	1759981941861	OK	 
REQUEST	120		Login Request	1759981941536	1759981941882	OK	 
REQUEST	130		Login Request	1759981941568	1759981941912	OK	 
REQUEST	101		Get Accounts Request	1759981941787	1759981941927	OK	 
USER	Account Statements Test - Carga Simultánea	124	START	1759981941936	1759981941936
REQUEST	88		Get Account Statement Request	1759981941787	1759981941942	OK	 
USER	Account Statements Test - Carga Simultánea	88	END	1759981939223	1759981941943
REQUEST	106		Get Account Statement Request	1759981941816	1759981941975	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	106	END	1759981940263	1759981941976
USER	Account Statements Test - 200 Usuarios Simultáneos	133	START	1759981941998	1759981941998
REQUEST	116		Get Accounts Request	1759981941875	1759981942015	OK	 
REQUEST	121		Login Request	1759981941629	1759981942020	OK	 
USER	Account Statements Test - Carga Simultánea	125	START	1759981942028	1759981942028
REQUEST	107		Get Account Statement Request	1759981941936	1759981942075	OK	 
REQUEST	131		Login Request	1759981941721	1759981942075	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	107	END	1759981940431	1759981942077
REQUEST	89		Get Account Statement Request	1759981941936	1759981942080	OK	 
USER	Account Statements Test - Carga Simultánea	89	END	1759981939425	1759981942081
REQUEST	108		Get Accounts Request	1759981941957	1759981942087	OK	 
REQUEST	122		Login Request	1759981941736	1759981942094	OK	 
USER	Account Statements Test - Carga Simultánea	126	START	1759981942126	1759981942126
USER	Account Statements Test - 200 Usuarios Simultáneos	134	START	1759981942152	1759981942152
REQUEST	117		Get Accounts Request	1759981942044	1759981942197	OK	 
REQUEST	132		Login Request	1759981941860	1759981942204	OK	 
REQUEST	123		Login Request	1759981941829	1759981942218	OK	 
REQUEST	113		Get Account Statement Request	1759981942076	1759981942221	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	113	END	1759981940569	1759981942222
USER	Account Statements Test - Carga Simultánea	127	START	1759981942229	1759981942229
REQUEST	124		Login Request	1759981941937	1759981942231	OK	 
REQUEST	118		Get Accounts Request	1759981942152	1759981942290	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	135	START	1759981942290	1759981942290
REQUEST	97		Get Account Statement Request	1759981942168	1759981942313	OK	 
USER	Account Statements Test - Carga Simultánea	97	END	1759981939626	1759981942314
REQUEST	109		Get Accounts Request	1759981942183	1759981942330	OK	 
USER	Account Statements Test - Carga Simultánea	128	START	1759981942336	1759981942336
REQUEST	133		Login Request	1759981941999	1759981942338	OK	 
REQUEST	114		Get Account Statement Request	1759981942230	1759981942374	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	114	END	1759981940723	1759981942375
REQUEST	125		Login Request	1759981942030	1759981942377	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	136	START	1759981942429	1759981942429
USER	Account Statements Test - Carga Simultánea	129	START	1759981942429	1759981942429
REQUEST	126		Login Request	1759981942127	1759981942467	OK	 
REQUEST	98		Get Account Statement Request	1759981942337	1759981942478	OK	 
USER	Account Statements Test - Carga Simultánea	98	END	1759981939829	1759981942479
